review,rating,date,bank,source
Rated,5,2024-12-17,CBE,Google Play
Bulbule masfin,5,2024-12-17,CBE,Google Play
It Made Life Simple,5,2024-12-17,CBE,Google Play
It's easy and convenient 🙌,5,2024-12-17,CBE,Google Play
Gud,2,2024-12-17,CBE,Google Play
This bank is one of worst bank stealing poor peoples money 😭,1,2024-12-17,CBE,Google Play
So amazing app I've ever seen,4,2024-12-17,CBE,Google Play
Very convenient and user-friendly app. I love it,4,2024-12-17,CBE,Google Play
"My experience with this app has been outstanding so far,but sometimes it has a hard time connecting with network and makes it hard to make transactions. Apart from that it's amazing.",4,2024-12-17,CBE,Google Play
Even if i had a balance of >0 i couldn't Even transfer any of my balance starting from 0-10257.,1,2024-12-17,CBE,Google Play
Best Application Mobile Bank,5,2024-12-17,CBE,Google Play
"It is keeping to say"" this app is rooted you can't use it ""what is the problem",1,2024-12-17,CBE,Google Play
is this the latest CBE app,5,2024-12-17,CBE,Google Play
"iI can not see the receipt, why?",5,2024-12-17,CBE,Google Play
How to play sirra critical,5,2024-12-16,CBE,Google Play
Yoyo,5,2024-12-16,CBE,Google Play
V.good,5,2024-12-16,CBE,Google Play
"It's very good app for transactions, to give you 5star one more thing you need to do is include bank statement showing methods. And one more thing after you take your commission why you take 5birr monthly without my confirmation?",4,2024-12-16,CBE,Google Play
It's excellent 👌 app,5,2024-12-16,CBE,Google Play
Fast app,4,2024-12-16,CBE,Google Play
Please Add the Biometric system on the app,5,2024-12-15,CBE,Google Play
nic,4,2024-12-15,CBE,Google Play
So cool app,5,2024-12-15,CBE,Google Play
"I am so disappointed because the application doesn't clearly show how many birr it will charge for every transaction rather than just deducted the money , as a user we should have the right to know the amount of money that is going to be deducted. It is a very deceptive tactic , it should be improved immediately.",1,2024-12-15,CBE,Google Play
Transfer to telebirr fee above 10 birr,1,2024-12-15,CBE,Google Play
perfekt,5,2024-12-15,CBE,Google Play
Super fast,5,2024-12-14,CBE,Google Play
Convenient and safe to use! Better to show more transaction history 👍,5,2024-12-14,CBE,Google Play
Best application for ever Thank you very much indeed for your understanding me,5,2024-12-14,CBE,Google Play
It takes ur money out of no where!!!!,1,2024-12-14,CBE,Google Play
Best & easy app!,5,2024-12-14,CBE,Google Play
Jaabir,5,2024-12-14,CBE,Google Play
Tegehegn sayile,3,2024-12-13,CBE,Google Play
Good service for me because it saves my time. There's no need to go to the brunch to transfer the money my bank is going to anywhere with so I can do anything on my mobile banking.thanks for your service.,5,2024-12-13,CBE,Google Play
"Awesome and very simple to use, love it👍🏽",5,2024-12-13,CBE,Google Play
SUBSCRAYB,3,2024-12-12,CBE,Google Play
CBE. is most fantastic and mor action app bee used every parson. CEB. Is my dream a yeat com. for every population if you need highly educated to see about CEB USEED APP of CEB Wallet With all transactions in All world bank to bee exchange raet More information ⬇️With CBE Mobile app you can perform banking tasks anywhere at anytime! Commercial Bank of Ethiopia Mobile Banking The Official app of CBE for Android CBE Android Mobile application gives you access to your account on your Android phone.,5,2024-12-12,CBE,Google Play
የ 1 ወር transaction ቢያሳይ አሪፍ ነው እንዲያሳይ አድርጉልን,4,2024-12-12,CBE,Google Play
It's good but it is very busy occasionally.,3,2024-12-12,CBE,Google Play
Amadin Abrahim,5,2024-12-11,CBE,Google Play
CBE is great app,5,2024-12-09,CBE,Google Play
Its weak application,1,2024-12-09,CBE,Google Play
Vary excellent but update balance not seen at time transaction.,4,2024-12-09,CBE,Google Play
432forget,5,2024-12-09,CBE,Google Play
Why it havent cbbirr,5,2024-12-08,CBE,Google Play
Hasan.dawee,5,2024-12-08,CBE,Google Play
Its not work as expectations,1,2024-12-07,CBE,Google Play
Not that much good!,1,2024-12-07,CBE,Google Play
Good & Perfect 👌,5,2024-12-06,CBE,Google Play
💯💯💯👌👌👌👌Perfect,5,2024-12-06,CBE,Google Play
Great app convenient for making payments and transactions. Tnxs CBE 👏👏👏,5,2024-12-06,CBE,Google Play
My all time best application,5,2024-12-06,CBE,Google Play
Hayye,5,2024-12-06,CBE,Google Play
2 Year Exprianced on this app,5,2024-12-06,CBE,Google Play
It's professional app ilike this app,5,2024-12-06,CBE,Google Play
COmmercial,1,2024-12-05,CBE,Google Play
Superb app. Serves better than I expected in a remote and hardly Internet connection covered areas while in the field work. Thanks team,5,2024-12-03,CBE,Google Play
It's amazing,5,2024-12-02,CBE,Google Play
Goood,1,2024-12-02,CBE,Google Play
No speed,2,2024-12-01,CBE,Google Play
"I’ve noticed two key issues with your app: 1. Username Visibility: The app doesn’t display the username, making verification difficult. Please add this feature. 2. Transaction History: Transaction history gets deleted if the app is reinstalled. This data should remain accessible unless manually deleted by the user. A ""Load More"" option for older transactions would also be helpful. These issues have caused inconvenience. Fixing them would greatly improve the user experience. Thank you.",5,2024-12-01,CBE,Google Play
I want to download,5,2024-11-30,CBE,Google Play
This app is just sweet,5,2024-11-30,CBE,Google Play
It is the best application that makes life easier and provides fast service,5,2024-11-30,CBE,Google Play
Fast and reliable,4,2024-11-30,CBE,Google Play
the good app,5,2024-11-29,CBE,Google Play
"Self transfer has a problem. Doesn't tell weather trasfered or not after the process,ie ignors the final issuance of reciept .....",2,2024-11-28,CBE,Google Play
Best for users,5,2024-11-28,CBE,Google Play
really,5,2024-11-27,CBE,Google Play
"1.I have to log out and wait for more minutes to make another transfer . 2. I get charged for a not satisfactory transfer amount. 3.On some days I see some transactions with different amount of transfers which I don't do . 4.I can not transfer more than 20K. and charger for every transfer is not fair 5.And l wish to know ""For Ethiopians where exactly is there country to live in""",1,2024-11-26,CBE,Google Play
Gugu gaga,3,2024-11-26,CBE,Google Play
Agriculture in genral,5,2024-11-26,CBE,Google Play
ንግድ,4,2024-11-25,CBE,Google Play
"Pretty straightforward, does what it's supposed to do. Wish it had beefier/ more detailed recent transactions though.",4,2024-11-25,CBE,Google Play
milyon,1,2024-11-24,CBE,Google Play
"ስግብግብ , Unfair (Tele + CBE )😫",2,2024-11-23,CBE,Google Play
Yadani Nagaro,4,2024-11-23,CBE,Google Play
Less functional,1,2024-11-22,CBE,Google Play
The system is slow,5,2024-11-22,CBE,Google Play
This works fine !! Nice !!! But I was wondering can I see my statement from the app?,4,2024-11-21,CBE,Google Play
Nsiro,5,2024-11-20,CBE,Google Play
USE ENGLISH LANGUAGE.,5,2024-11-20,CBE,Google Play
Wooooow,5,2024-11-20,CBE,Google Play
It used to work fine but nowadays if u try to use it after midnight it doesn't always work either with Wi-Fi or data and sometimes we gotta pay things before the dead line and boom it doesn't work,3,2024-11-20,CBE,Google Play
I like this app! it's easy to use and quite flexible. it's nice 👍,5,2024-11-19,CBE,Google Play
From my over thirty five years custemer of the Commercial Bank of Ethiopia I find it to dependable bank.,5,2024-11-19,CBE,Google Play
improvement,4,2024-11-19,CBE,Google Play
Its good bank in ethiopia,4,2024-11-19,CBE,Google Play
It good,5,2024-11-18,CBE,Google Play
The best banking and application,5,2024-11-18,CBE,Google Play
👍👍👍👌👌👌👌👌👌👌🤣,5,2024-11-18,CBE,Google Play
So Good,2,2024-11-18,CBE,Google Play
ZAYINE SALMAN,5,2024-11-17,CBE,Google Play
"feature to add beneficiary account from older version isn't available on this one, and the greeting notification that pops out during every log in is boring.",1,2024-11-17,CBE,Google Play
Problems seen account banning without my permission,2,2024-11-17,CBE,Google Play
maashaallaah,5,2024-11-17,CBE,Google Play
Excellent performance,5,2024-11-16,CBE,Google Play
I like this app. It is very helpfull. The draw back is it doesn't order transactions accordingly and it stops responding without any notification.,3,2024-11-16,CBE,Google Play
በጣም የሚያስጠላ ሲስተም ነው ኣሻሽሉ,2,2024-11-16,CBE,Google Play
"Sometimes, it is very difficult to open",1,2024-11-15,CBE,Google Play
It is easy;comfortable and smart latest advanced digitaluzed application of CBE!!!!!!!,5,2024-11-15,CBE,Google Play
ሲስተሙ ምንም አይሰራም ያአቸግራል 😔😔 ብስታካከል መላካም ነው,1,2024-11-14,CBE,Google Play
One of the best,5,2024-11-14,CBE,Google Play
Best app to use money transfer,5,2024-11-13,CBE,Google Play
Best in ethiopia,5,2024-11-13,CBE,Google Play
It is very easy to use and preferable overall I really liked this app,4,2024-11-13,CBE,Google Play
That's good,5,2024-11-12,CBE,Google Play
fantastic and very helpful,5,2024-11-12,CBE,Google Play
It s nice,5,2024-11-12,CBE,Google Play
No fast,1,2024-11-12,CBE,Google Play
I really love this App It's amazing 🙏,5,2024-11-11,CBE,Google Play
"The 'unsubscribe' button in the CBE Android app is misplaced. It should be at the middle of the menu or somewhere else rather than at the end. The end is usually for a 'log out"" and I inadvertently touched ''unsubscribe"" many times. This could lead to customers accidentally unsubscribing from the service.",4,2024-11-11,CBE,Google Play
Very good service,5,2024-11-11,CBE,Google Play
"hello,all ethiopian to east africa and all over the world.i am from ethiopia.i wos have disegned new digital transaction system in ethiopia.this our money transaction to be active when we need all our transaction to any where.this is also exellent way to connect by digital transaction with global country.......like china...us...italy....phli....etc through the world...we have been lucky by making a great digital connection system to develop our CBE birr with global transaction...in ethiopia...",5,2024-11-10,CBE,Google Play
Best app in ethiopia,5,2024-11-10,CBE,Google Play
Interesting application,5,2024-11-10,CBE,Google Play
The best application and easy my life,5,2024-11-10,CBE,Google Play
ኘተ,5,2024-11-09,CBE,Google Play
Amazing it's easy to use,5,2024-11-09,CBE,Google Play
